Sticker,Revenue,Cost of Revenue,R&D Expenses,SG&A Expense,Operating Expenses,Interest Expense,Income Tax Expense,Preferred Dividends,EPS,Weighted Average Shs Out,Dividend per Share,Cash and cash equivalents,Short-term investments,Receivables,Inventories,Total current assets,"Property, Plant & Equipment Net",Goodwill and Intangible Assets,Long-term investments,Total non-current assets,Total assets,Payables,Short-term debt,Total current liabilities,Long-term debt,Total debt,Deferred revenue,Tax Liabilities,Deposit Liabilities,Total non-current liabilities,Total liabilities,Other comprehensive income,Retained earnings (deficit),Total shareholders equity,Investments,Net Debt,Other Assets,Other Liabilities,Depreciation & Amortization,Stock-based compensation,Operating Cash Flow,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Investing Cash flow,Issuance (repayment) of debt,Issuance (buybacks) of shares,Dividend payments,Financing Cash Flow,Effect of forex changes on cash,Net cash flow / Change in cash,Free Cash Flow,priceEarningsRatio,dividendYield,pretaxProfitMargin,netProfitMargin,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,inventoryTurnover,assetTurnover,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,daysOfPayablesOutstanding,debtRatio,debtEquityRatio,longtermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,Revenue per Share,Net Income per Share,Operating Cash Flow per Share,Free Cash Flow per Share,Cash per Share,Book Value per Share,Tangible Book Value per Share,Shareholders Equity per Share,Interest Debt per Share,Enterprise Value,PE ratio,Price to Sales Ratio,Earnings Yield,Debt to Equity,Debt to Assets,Net Debt to EBITDA,Current ratio,Interest Coverage,Income Quality,Dividend Yield,Payout Ratio,SG&A to Revenue,R&D to Revenue,Intangibles to Total Assets,Capex to Operating Cash Flow,Capex to Revenue,Capex to Depreciation,Stock-based compensation to Revenue,ROIC,Return on Tangible Assets,Working Capital,Tangible Asset Value,Net Current Asset Value,Invested Capital,Average Receivables,Average Payables,Average Inventory,Days Sales Outstanding,Days Payables Outstanding,Days of Inventory on Hand,Receivables Turnover,Inventory Turnover,ROE,Capex per Share,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,Dividends per Share Growth,Operating Cash Flow growth,Free Cash Flow growth,3Y Revenue Growth (per Share),3Y Operating CF Growth (per Share),3Y Net Income Growth (per Share),3Y Shareholders Equity Growth (per Share),3Y Dividend per Share Growth (per Share),Receivables growth,Inventory Growth,Asset Growth,Book Value per Share Growth,Debt Growth,R&D Expense Growth,SG&A Expenses Growth,Sector,2019 PRICE VAR
TWTR,3042359000,964997000,553858000,1070179000,1624037000,132606000,-782052000,0,1.6,761250269,0,1894444000,4314957000,788700000,0,7111036000,885078000,1272294000,0,3051536000,10162572000,145186000,965374000,1516311000,1755316000,2720690000,0,17849000,0,1840667000,3356978000,-65311000,-1454073000,6805594000,4314957000,-3488711000,112935000,405751000,425498000,326228000,1339711000,-470864000,-33572000,-1546077000,-2055513000,1045866000,32703000,0,978116000,-14296000,262314000,868847000,17.9625,0,0.14900444,0.396270131,0.1861,0.1771,0.0833,0,0.299368998,4.69,4.615214821,1.249376942,0,94.6225,17.4184,0.2677,0.3998,0.205038483,0.285598246,4.194,1.776,1.1518,2.5114,0,0.4403527,4.0332,1.5982,1.776,1.1518,2.5114,9.022,11.786,9.0221,3.6068,18389621731,17.9625,7.1912,0.0557,0.3998,0.2677,-3.5539,4.69,4.194,1.1112,0,0,0.3518,0.182,0.1252,0.3515,0.1548,-1.1066,0.1072,0.0833,0.1861,5594725000,8890278000,3754058000,8200213000,726484000,158077500,0,94.6225,17.4184,0,4.1878,0,0.1771,-0.6242,0.3131,55.6402,10.7017,12.1564,11.6667,0,0.6118,0.2268,0.064,0.4535,0,0.1102,0,0.1873,0,0.371,0.3096,0.5168,0.0219,0.0688,Technology,11.24609452
AVGO,20848000000,10115000000,3768000000,1056000000,5598000000,628000000,-8084000000,0,29.33,413446755,7,4292000000,0,3325000000,1124000000,9107000000,2635000000,37675000000,0,41017000000,50124000000,811000000,0,2338000000,17493000000,17493000000,0,0,0,21129000000,23467000000,-115000000,3487000000,26657000000,0,13201000000,366000000,1527000000,4081000000,1227000000,8880000000,-396000000,-4027000000,-195000000,-4674000000,-994000000,-7102000000,-2998000000,-11118000000,0,-6912000000,8484000000,7.5039,0.033225391,0.2463066,0.588018035,1.3036,0.4599,0.0738,16.2178,0.415928497,3.895,3.257912746,1.835757057,-40.5596,58.213,14.1987,0.349,0.6562,0.396217441,0.396217441,7.6481,21.244,20.2967,10.2679,0.239,0.425940138,49.8756,29.3278,21.244,20.2967,10.2679,63.773,29.782,63.7727,41.8493,1.04196E+11,7.5039,4.3647,0.1333,0.6562,0.349,1.4859,3.895,7.6481,0.7244,0.0318,0.239,0.0507,0.1807,0.7516,0.0446,0.019,-0.097,0.0589,0.0738,1.3036,6769000000,12449000000,-14360000000,23312000000,2886500000,958000000,1285500000,58.213,14.1987,-40.5596,7.2226,16.2178,0.4599,-0.9474,0.2614,1.2022,1.1548,6.2453,6.0167,0.7157,0.3555,0.4324,0.2449,0.3425,0.7838,0.5286,0.6529,0.3583,-0.2232,-0.0789,0.2733,-0.0031,0.1446,0.3418,Technology,29.44361589
AMAT,17253000000,9436000000,2019000000,1002000000,3021000000,234000000,1381000000,0,3.27,982990521,0.6,3440000000,590000000,2323000000,3721000000,10604000000,1407000000,3581000000,1568000000,7029000000,17633000000,2721000000,0,3922000000,5309000000,5309000000,0,1254000000,0,6866000000,10788000000,-125000000,20880000000,6845000000,2158000000,1279000000,530000000,1201000000,457000000,258000000,3787000000,-622000000,-6000000,1199000000,571000000,0,-5159000000,-605000000,-5928000000,0,-1570000000,3165000000,9.5168,0.019497189,0.277980641,0.192024575,0.4096,0.484,0.3096,5.1881,0.978449498,2.704,1.619836818,0.877103519,-143.9344,49.1448,57.5648,0.3011,0.7756,0.436810926,0.436810926,21.0598,3.7384,3.1244,3.3959,0.183,0.219498058,17.0316,3.2705,3.7384,3.1244,3.3959,6.757,13.872,6.7572,5.2409,31869665014,9.5168,1.7731,0.1051,0.7756,0.3011,0.2375,2.704,21.0598,1.1431,0.0193,0.183,0.0581,0.117,0.2031,0.1642,0.0361,-1.3611,0.015,0.3096,0.4096,6682000000,14052000000,-184000000,11999000000,2330500000,2585500000,3325500000,49.1448,57.5648,-143.9344,7.4031,5.1881,0.484,-0.614,0.1967,0.2543,0.2399,-0.0352,0.0219,0.5,-0.0005,-0.081,0.2888,0.5744,0.4233,0.0252,0.1447,-0.0064,0.27,-0.092,-0.2245,0.0009,0.1381,0.1258,Technology,85.65883117
ZNGA,907208000,304658000,270323000,325465000,595788000,0,11006000,0,0.02,861881814,0,579996000,36232000,91630000,0,747277000,266557000,1052787000,0,1399426000,2146703000,26811000,100000000,479834000,0,100000000,192885000,20982000,0,70259000,550093000,-118439000,-1789664000,1596610000,36232000,-516228000,39419000,353023000,42057000,68239000,168240000,-11436000,-245240000,275136000,18981000,99100000,-81601000,0,-8308000,-4594000,174319000,156804000,196.5,0,0.007453638,0.017037989,0.0289,0.0097,0.0037,0,0.42260527,1.557,1.475214345,1.208743024,0,36.8658,10.787,0.0466,0.0626,0,0.058941065,0,0.1951,0.1818,0.6725,0,0.1854481,1.0519,0.0179,0.1951,0.1818,0.6725,1.851,1.268,1.8512,0.1159,2870967529,196.5,3.7336,0.0051,0.0626,0.0466,-7.534,1.557,0,10.8844,0,0,0.3588,0.298,0.4904,0.068,0.0126,-0.2719,0.0752,0.0037,0.0289,267443000,1093916000,197184000,134086000,97653500,22874500,0,36.8658,10.787,0,9.2901,0,0.0097,-0.0133,0.0002,-0.2959,-0.7371,-0.4198,-0.3333,0,0.7827,0.8518,0.0791,0,0,-0.0182,0,-0.1162,0,0.0846,-0.0201,0,0.0559,0.0149,Technology,53.76884061
XOM,2.90212E+11,1.88835E+11,1466000000,11480000000,69658000000,766000000,9532000000,0,4.88,4233807170,3.23,3042000000,0,24701000000,18958000000,47973000000,2.47101E+11,0,40790000000,2.98223E+11,3.46196E+11,37268000000,17258000000,57138000000,20538000000,37796000000,0,29856000000,0,90530000000,1.47668E+11,-19564000000,4.21653E+11,1.91794E+11,40790000000,34754000000,1272000000,2612000000,18745000000,0,36014000000,-19574000000,2142000000,0,-16446000000,-4925000000,-626000000,-13798000000,-19446000000,-257000000,-135000000,16440000000,13.9734,0.048877503,0.109295963,0.071809574,0.0876,0.1087,0.0669,16.1453,0.838288137,0.84,0.485543771,0.053239525,-36.644,31.0665,46.872,0.1092,0.1971,0.096725882,0.164623895,40.6501,8.5063,3.883,0.7185,0.662,0.124095489,68.5463,4.9223,8.5063,3.883,0.7185,45.301,81.769,45.3006,8.9272,3.23457E+11,13.9734,0.9948,0.0716,0.1971,0.1092,0.6967,0.84,40.6501,1.7281,0.0474,0.662,0.0396,0.0051,0,0.5435,0.0674,-1.0442,0,0.0669,0.0876,-9165000000,3.46196E+11,-99695000000,3.23812E+11,25149000000,37032000000,17975000000,31.0665,46.872,-36.644,11.5397,16.1453,0.1087,-4.6233,0.1782,0.6271,0.6456,0.0573,0.054,0.0556,0.1978,0.1211,0.0461,0.0528,0.0826,0.0335,0.039,-0.035,0.1157,-0.0072,0.0227,-0.1072,-0.181,0.078,Energy,4.924793339
QCOM,22611000000,10244000000,5625000000,2986000000,11746000000,768000000,5356000000,0,-3.39,1469111039,2.38,11777000000,311000000,2904000000,1693000000,17384000000,2975000000,9453000000,0,15334000000,32718000000,1825000000,1005000000,11389000000,15365000000,16370000000,2120000000,2312000000,0,20522000000,31911000000,265000000,542000000,807000000,311000000,4282000000,699000000,8559000000,1561000000,883000000,3908000000,-784000000,-326000000,3475000000,2381000000,-5509000000,-21977000000,-3466000000,-31500000000,-41000000,-25252000000,3124000000,0,0.033675158,0.027464508,-0.219539162,-0.5534,-6.1512,0.0379,12.1304,0.691087475,1.526,1.316357889,1.03406796,-60.3226,46.8781,29.4602,0.5003,20.285,0.950098936,0.953018571,1.5104,2.6712,2.919,8.0499,-0.702,0.17283623,15.4552,-3.393,2.6712,2.919,8.0499,0.552,15.902,0.5516,11.1893,1.10939E+11,0,4.7171,-0.0467,20.285,0.5003,1.5737,1.526,1.5104,-0.7873,0.0328,-0.702,0.1321,0.2488,0.2889,0.2006,0.0347,-0.5022,0.0391,0.0379,-0.5534,5995000000,23265000000,-14527000000,16469000000,3268000000,1898000000,1864000000,46.8781,29.4602,-60.3226,6.9189,12.1304,-6.1512,-0.5359,-0.0079,-0.6669,-0.7594,-3.0303,-3.0422,0.0818,-0.2186,-0.2753,-0.0036,-0.0775,0,-0.6949,0.0976,-0.2004,-0.1681,-0.5004,-0.9735,-0.2523,0.0255,0.1234,Technology,59.39173175
CSCO,49330000000,18724000000,6332000000,11386000000,18297000000,943000000,12929000000,0,0.02,4702882494,1.24,8934000000,37614000000,15385000000,1846000000,61837000000,3006000000,34258000000,0,46947000000,1.08784E+11,1904000000,5238000000,27035000000,20331000000,25569000000,19685000000,9589000000,0,38545000000,65580000000,-849000000,1233000000,43204000000,37614000000,-20979000000,-1942000000,19893000000,2192000000,1576000000,13666000000,-775000000,-2979000000,19091000000,15318000000,-8000000000,-17627000000,-5968000000,-31764000000,0,-2780000000,12891000000,2108.5,0.02987218,0.249523616,0.00222988,0.0029,0.0025,0.1902,28.498,0.453467422,2.287,2.290845201,0.330460514,-35.9854,113.8359,14.088,0.235,0.5918,0.319996852,0.371788347,14.8271,2.8253,2.579,1.847,62,0.277032232,10.1985,0.0227,2.8253,2.579,1.847,8.932,15.407,8.932,5.2861,1.77342E+11,2108.5,4.0203,0.0005,0.5918,0.235,-1.2971,2.287,14.8271,124.2364,0.0294,62,0.2308,0.1284,0.3149,0.0567,0.0157,-0.3536,0.0319,0.1902,0.0029,34802000000,74526000000,-3743000000,64126000000,15062500000,1644500000,1731000000,113.8359,14.088,-35.9854,3.275,28.498,0.0025,-0.1602,0.0126,0.0634,0.0281,-0.9886,-0.9896,0.1273,-0.0151,-0.0022,0.0192,0.0473,-0.7655,-0.086,0.1573,0.0438,0.1423,-0.162,-0.3234,-0.2417,0.0451,0.0187,Technology,14.81957008
BMY,22561000000,6547000000,6345000000,4551000000,10046000000,0,1021000000,0,3.01,1632198774,1.6,6911000000,1973000000,5965000000,1195000000,17160000000,5027000000,7629000000,1775000000,17826000000,34986000000,1892000000,1703000000,10654000000,5646000000,7349000000,0,3043000000,0,10205000000,20859000000,-2762000000,34065000000,14031000000,3748000000,-1535000000,1116000000,7059000000,637000000,221000000,5940000000,-951000000,3000000,74000000,-874000000,-548000000,-320000000,-2613000000,-3535000000,-41000000,1490000000,4989000000,17.2691,0.031315134,0.264527282,0.21807544,0.4266,0.3507,0.2187,19.1114,0.644857943,1.611,1.393748827,0.648676553,-66.6221,96.5039,30.6095,0.2101,0.5238,0.286933984,0.34373246,0,3.6393,3.057,4.2342,0.532,0.263286202,13.8225,3.0143,3.6393,3.057,4.2342,8.596,16.761,8.5964,4.5025,83306692273,17.2691,3.7605,0.0579,0.5238,0.2101,-0.2334,1.611,0,1.2073,0.0308,0.532,0.2017,0.2812,0.2181,0.1601,0.0422,-1.4929,0.0098,0.2187,0.4266,6506000000,27357000000,-3699000000,17141000000,6132500000,2070000000,1180500000,96.5039,30.6095,-66.6221,3.6789,19.1114,0.3507,-0.5826,0.0907,0.1507,0.1631,3.8858,3.9344,0.0256,0.1261,0.1822,0.1167,0.4235,0.4756,0.0018,0.024,-0.0532,0.0249,0.0428,0.1982,-0.077,-0.0211,-0.0421,Healthcare,26.64174768
V,20609000000,3170000000,0,2579000000,4485000000,612000000,2505000000,0,4.43,2034251465,0.825,9653000000,3547000000,2790000000,0,18216000000,2472000000,42752000000,4082000000,51009000000,69225000000,2351000000,0,11305000000,16630000000,16630000000,0,4618000000,0,23914000000,35219000000,547000000,11318000000,34006000000,7629000000,3430000000,2226000000,8954000000,613000000,327000000,12941000000,-704000000,-196000000,-2184000000,-3084000000,-1750000000,-7028000000,-1918000000,-10790000000,-101000000,-1034000000,12237000000,34.0384,0.006239328,0.628560338,0.499830171,1.0978,0.3029,0.181,0,0.297710365,1.611,1.414418399,0.853869969,0,49.4129,41.6379,0.2402,0.489,0.328422466,0.328422466,21.9248,6.3158,4.046,4.7111,0.186,0.627929545,10.0581,5.0273,6.3158,4.046,4.7111,16.596,12.92,16.5964,8.1162,3.10175E+11,34.0384,14.884,0.0294,0.489,0.2402,0.2445,1.611,21.9248,1.2563,0.0055,0.186,0.1251,0,0.6176,0.0544,0.0342,-1.1485,0.0159,0.181,1.0978,6911000000,26473000000,-17003000000,22145000000,2672000000,2266500000,0,49.4129,41.6379,0,7.7129,0,0.3029,-0.3436,0.1086,0.0947,0.0667,0.5377,0.5821,0.25,0.389,0.4193,0.1719,0.2868,0.2084,0.0729,0.1979,0.0924,0,0.0184,0.0659,-0.0946,0,0.0786,Financial Services,42.27031236
GRPN,2636746000,1316145000,0,1266698000,1266562000,0,-957000,0,-0.02,570780015,0,841021000,0,69493000,0,998629000,143117000,370892000,108515000,643513000,1642142000,690140000,0,957174000,201669000,201669000,0,0,0,302357000,1259531000,34602000,-1010499000,381248000,108515000,-639352000,88115000,267034000,115828000,64821000,190855000,-69695000,-58119000,8594000,-135982000,-41414000,-3870000,0,-84417000,-11209000,-40753000,121160000,0,0,0.020494579,-0.00420177,-0.06,-0.0291,0,0,1.605674783,1.043,0.951252332,0.878650068,0,9.6198,95.5348,0.1228,0.529,0.345965206,0.345965206,0,0.3369,0.2139,1.4846,0,0.072382778,4.6544,-0.0196,0.3369,0.2139,1.4846,0.673,2.244,0.673,0.356,1187144048,0,0.6927,-0.0062,0.529,0.1228,-6.1599,1.043,0,-17.2267,0,0,0.4804,0,0.2259,0.3652,0.0264,-0.6017,0.0246,0,-0.06,41455000,1271250000,-260902000,-325276000,83893500,746221500,0,9.6198,95.5348,0,31.4297,0,-0.0291,-0.123,-0.0099,-1.5576,0.8359,-1.7891,-1.6667,0,0.4896,0.7567,0.008,-0.0586,0,-0.0232,0,-0.293,0,-0.0211,0.4989,0.0628,0,-0.0277,Technology,-26.68711313
GERN,1066000,0,13432000,18707000,30833000,0,0,0,-0.15,186348066,0,10844000,152714000,1168000,0,166058000,59000,0,18582000,19226000,185284000,982000,0,7551000,0,0,0,0,0,0,7551000,-183000,-1011464000,177733000,171296000,-163558000,1332000,6569000,59000,6559000,-21009000,-16000,0,-77702000,-77718000,0,92968000,0,92968000,0,-5759000,-21025000,0,0,-27.92401501,-25.34427767,-0.1704,-0.152,-1.3125,0,0.00575333,21.992,21.81512382,1.436101179,0,399.925,336.2383,0,0,0,0,0,-0.119,-0.1191,0.0614,0,-19.70825516,0.006,-0.1531,-0.119,-0.1191,0.0614,1.007,1.05,1.007,0,22790066,0,174.8106,-0.15,0,0,6.0671,21.992,0,0.7776,0,0,17.5488,12.6004,0,0,0.015,-0.2712,6.1529,-1.3125,-0.1704,158507000,185284000,158507000,166889000,802000,742500,0,399.925,336.2383,0,1.3292,0,-0.152,-0.0001,0.0009,0.0322,-0.0148,0.0322,0.1667,0,-0.022,-0.0228,-0.7035,0,0,0.0384,0,1.6789,0,0.6796,0.5445,0,0.2174,-0.0301,Healthcare,30.76923694
KR,1.22662E+11,95662000000,0,21041000000,24388000000,601000000,-405000000,0,2.11,881361794,0.49,347000000,0,1637000000,6533000000,11117000000,21071000000,4025000000,0,26080000000,37197000000,5858000000,3560000000,14197000000,12029000000,15589000000,0,1568000000,0,16095000000,30292000000,-471000000,17007000000,6931000000,0,15242000000,2600000000,4779000000,2436000000,151000000,3413000000,-2809000000,-16000000,0,-2707000000,1431000000,-1582000000,-443000000,-681000000,0,25000000,604000000,13.4929,0.017899075,0.021294288,0.015546787,0.106,0.2751,0.0622,18.7356,3.297631529,0.783,0.139747834,0.024441783,-24.9268,4.8711,17.4314,0.4191,2.2492,0.634440928,0.69222913,3.4992,3.8134,0.608,0.3877,0.232,0.027824428,137.0525,2.1307,3.8134,0.608,0.3877,7.744,37.064,7.7441,17.4179,40334370275,13.4929,0.2046,0.0741,2.2492,0.4191,3.358,0.783,3.4992,1.7897,0.0172,0.232,0.1715,0,0.1082,0.823,0.0229,-1.1531,0.0012,0.0622,0.106,-3080000000,33172000000,-19175000000,34217000000,1643000000,5838000000,6547000000,4.8711,17.4314,-24.9268,74.6573,18.7356,0.2751,-3.1385,0.0451,-0.3911,-0.2433,-0.0344,0.0144,0.0889,-0.2011,0.0541,0.0742,-0.039,0.0655,0.1197,0.1296,-0.0073,-0.0043,0.019,0.0892,0.1074,0,0.0981,Consumer Defensive,8.690633021
HAL,23995000000,21009000000,0,254000000,519000000,554000000,157000000,0,1.89,876046271,0.72,2008000000,0,5234000000,3028000000,11151000000,8873000000,2825000000,0,14831000000,25982000000,3018000000,0,4802000000,10312000000,10312000000,0,0,0,11636000000,16438000000,-355000000,13739000000,9522000000,0,8304000000,881000000,1784000000,1606000000,0,3157000000,-1808000000,-187000000,104000000,-1993000000,-445000000,-205000000,-630000000,-1419000000,-74000000,-329000000,1349000000,14.0635,0.027475253,0.102813086,0.069014378,0.1088,0.1739,0.0805,8.8477,0.923523978,2.322,1.508121616,0.4181591,-52.607,79.617,45.9083,0.3969,1.083,0.519915297,0.519915297,4.2726,3.608,1.542,2.2949,0.381,0.131569077,27.4229,1.8926,3.608,1.542,2.2949,10.882,26.465,10.8823,11.7851,31589309883,14.0635,0.9704,0.0711,1.083,0.3969,2.0901,2.322,4.2726,1.9064,0.0271,0.381,0.0106,0,0.1087,0.5727,0.0753,-1.1258,0,0.0805,0.1088,6349000000,23157000000,-5287000000,26659000000,5135000000,2786000000,2712000000,79.617,45.9083,-52.607,4.6728,8.8477,0.1739,-2.0663,0.3114,0.8771,0.7955,4.5767,4.566,-0.2,0.2792,0.0766,-0.0034,0.0193,0,-0.1564,0,0.0393,0.2638,0.0358,0.1376,-0.0576,0,-0.0078,Energy,-7.406170032
MRO,6582000000,1417000000,289000000,394000000,3498000000,226000000,331000000,0,1.3,831275876,0.2,1462000000,0,1079000000,96000000,2921000000,16804000000,97000000,745000000,18400000000,21321000000,1474000000,0,1832000000,5499000000,5499000000,0,380000000,0,7361000000,9193000000,63000000,7706000000,12128000000,745000000,4037000000,284000000,358000000,2441000000,53000000,3234000000,-2753000000,1239000000,57000000,-1470000000,0,-713000000,-169000000,-859000000,-2000000,899000000,481000000,11.0308,0.014018006,0.253266484,0.166514737,0.0613,0.0904,0.0578,59.2973,0.308709723,1.594,1.387008734,0.798034934,-24.7283,59.8352,81.7396,0.2579,0.4534,0.3119646,0.3119646,7.3142,3.8227,0.569,1.7281,0.154,0.491340018,7.7801,1.2955,3.8227,0.569,1.7281,14.336,25.087,14.3357,6.5,15957496062,11.0308,1.8111,0.0907,0.4534,0.2579,0.9861,1.594,7.3142,2.9507,0.0139,0.154,0.0599,0.0439,0.0045,0.8513,0.4183,-1.1278,0.0081,0.0578,0.0613,1089000000,21224000000,-6272000000,23429000000,1080500000,1488500000,111000000,59.8352,81.7396,-24.7283,6.0916,59.2973,0.0904,-3.2541,0.4971,1.3256,15.6228,1.1915,1.1932,0,0.6268,33.3571,0.0207,0.1798,0,-0.1943,-0.335,-0.0028,-0.2381,-0.0314,0.0408,0.0009,-0.2934,0.062,Energy,-6.405819277
GILD,22127000000,4853000000,5018000000,4056000000,9074000000,1077000000,2339000000,0,4.2,1293619612,2.28,17940000000,12149000000,3327000000,814000000,35836000000,4006000000,19855000000,1423000000,27839000000,63675000000,790000000,2748000000,10605000000,24574000000,27322000000,0,5922000000,0,31536000000,42141000000,80000000,19024000000,21387000000,13572000000,-2767000000,1606000000,7067000000,1429000000,845000000,8400000000,-924000000,0,15279000000,14355000000,-6250000000,-2611000000,-2971000000,-12318000000,-85000000,10352000000,7476000000,14.8929,0.036947277,0.370587969,0.246531387,0.1866,0.2551,0.2003,27.4019,0.347499018,3.379,3.150966525,1.69165488,-61.2219,54.8811,13.0316,0.4291,1.2775,0.534670699,0.560923033,8.2368,6.4715,5.76,13.8213,0.543,0.3796267,17.047,4.2026,6.4715,5.76,13.8213,16.477,33.76,16.4769,21.0493,78148906731,14.8929,3.6569,0.0671,1.2775,0.4291,-0.2686,3.379,8.2368,1.5399,0.0365,0.543,0.1833,0.2268,0.3118,0.11,0.0418,-0.6466,0.0382,0.2003,0.1866,25231000000,43820000000,-6305000000,42597000000,3589000000,802000000,807500000,54.8811,13.0316,-61.2219,6.1652,27.4019,0.2551,-0.7119,-0.2053,-0.3937,-0.4194,0.1787,0.1864,0.0962,-0.294,-0.3389,-0.0856,-0.2361,-0.3022,0.0918,0.2091,-0.1361,0.0162,-0.094,0.0535,-0.1854,0.3439,0.0459,Healthcare,6.367174645
GM,1.47049E+11,1.32954E+11,0,9650000000,9650000000,655000000,474000000,98000000,5.61,1411403633,1.52,20844000000,5966000000,58482000000,9816000000,75293000000,82317000000,5579000000,9215000000,1.52046E+11,2.27339E+11,22297000000,31891000000,82237000000,73060000000,1.04951E+11,0,0,0,1.02325E+11,1.84562E+11,-9039000000,22322000000,38860000000,15181000000,78141000000,-19815000000,28049000000,13669000000,0,15256000000,-8761000000,-83000000,-6335000000,-20763000000,11664000000,-190000000,-2242000000,11454000000,-299000000,5648000000,6495000000,5.9626,0.048487616,0.030228019,0.054498841,0.1063,0.2062,0.019,14.361,0.646826985,0.916,1.037148729,0.253462553,-26.948,145.162,55.3449,0.4616,2.7007,0.652787706,0.729784231,13.9588,10.8122,4.6031,14.7725,0.271,0.10374773,104.2162,5.6797,10.8122,4.6031,14.7725,27.541,157.165,27.5408,74.3806,1.25352E+11,5.9626,0.3211,0.1677,2.7007,0.4616,3.4254,0.916,13.9588,1.9272,0.0454,0.271,0.0656,0,0.0245,0.5743,0.0596,-0.6409,0,0.019,0.1063,-6944000000,2.2176E+11,-1.09269E+11,2.2363E+11,54187500000,23113000000,10239500000,145.162,55.3449,-26.948,2.7137,14.361,0.2062,-6.2091,-0.2269,0.109,-0.4868,3.0402,3.117,0,-0.1196,-0.2682,0.0679,0.1337,-0.0239,0.0309,0.0327,0.1721,-0.0794,0.0699,0.1528,0.1139,0,0.0084,Consumer Cyclical,13.37436463
FCX,18628000000,13445000000,105000000,443000000,429000000,945000000,991000000,0,1.79,1449033664,0.15,4217000000,0,829000000,6073000000,10720000000,28010000000,0,0,31496000000,42216000000,2625000000,17000000,3329000000,11124000000,11141000000,0,4197000000,0,20995000000,24324000000,-605000000,-12041000000,9798000000,0,6924000000,-399000000,687000000,1754000000,76000000,3863000000,-1848000000,-3043000000,0,-5018000000,-2085000000,0,-218000000,900000000,0,-255000000,2015000000,5.7598,0.014710489,0.255207215,0.139682199,0.0735,0.2656,0.1117,3.2032,0.441254501,3.22,1.515770502,1.266746771,-164.8676,16.2436,51.4347,0.2639,1.1371,0.531689131,0.532069344,4.8021,2.666,1.391,2.9103,0.084,0.207375993,12.8558,1.7957,2.666,1.391,2.9103,6.762,29.135,6.7619,7.6888,21863537076,5.7598,0.802,0.1736,1.1371,0.2639,1.1004,3.22,4.8021,1.4846,0.0145,0.084,0.0238,0.0056,0,0.4784,0.0992,-1.0536,0.0041,0.1117,0.0735,7391000000,42216000000,-13604000000,45811000000,1075500000,2561000000,5815500000,16.2436,51.4347,-164.8676,17.3203,3.2032,0.2656,-1.2754,0.1718,0.2947,0.2883,0.432,0.432,0,-0.1721,-0.4249,-0.0162,-0.036,0,-0.0223,-0.3132,-0.3729,0.0927,0.1317,0.2266,-0.1578,0.129,-0.0713,Basic Materials,28.96251918
